id,question,question_concept,choices,answerKey
eea25e5cd3cd9ed7f1456ed15e10f4c5,Where does a person need to get when they have more kids?,person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['compliments', 'understand themselves', 'life partner', 'second chances', 'larger house']}",E
8ecfe2162ffddef20926ef2b3bc8044f,Where would a special ficus be found?,ficus,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['botanical garden', ""doctor's office"", 'in a sea', 'public place', 'arboretum']}",A
1a6d05487564a060d9636c28f3ad0f87,"James is apply for a job that he really wants. He knows that it will be a good fit and he has experience, but he doesn't have all the qualifications that they're asking for, so he's worried about what?",applying for job,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['acceptance', 'rejection', 'hope', 'less sleep', 'employment']}",B
166a64fb204a93679ce2d2bc89c44766,What is a sign that you might not be living soon?,living,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['growing older', 'reproducing', 'shuddering', 'perspiration', 'palpitations']}",E
fa2f471d6215f07c68fd24a6d6072279,"Riding bike through rough terrain can be dangerous, one could find themselves what?",riding bike,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['pleasure', 'accident', 'get somewhere', 'hurt', 'falling down']}",E
060a29ea956bac3a63edb3b14d13e17b,What would a document be if it is not obtuse?,obtuse,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['pointed', 'bright', 'easy', 'clear', 'acute angled']}",D
db74d4777b797cb02ffeca40109dbf66,For convenience some customers want things straight to the doorstep and use what?,customers,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['mail orders', 'demand satisfaction', 'place money on counter', 'pay merchants with money', 'spend money']}",A
00d1b14120c83326aefe1efc984c9b99,"What is a great, but non-specific, overall benefit of exercise?",exercising,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['good health', 'heart attacks', 'relaxation', 'rest', 'fatigue']}",A
64539b804a1bc60aeaa08445a4a73e56,Where does a spoon go on one side of a plate?,spoon,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['bowl of soup', 'serving dish', 'table setting', 'placemat', 'glass of iced tea']}",C
31639b8e660f6067c5e7fdad401c691d,Where is a note likely to indicate a melody?,note,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['fridge', 'a classroom', 'envelope', 'medical chart', 'sheet music']}",E
700b354741df6b360ca2b18d3eaa90f3,what can years of playing tennis lead to?,playing tennis,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['tennis elbow', 'proffesional player', 'exercise', 'victory', 'becoming tired']}",A
0c7fbd3c7fdcb5eb691976cb9bdb19c9,Where would you be going if using a parking lot near a roller coaster?,parking lot,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['farm', 'business district', 'car', 'amusement park', 'urban area']}",D
3a8f31e4c2cc4a8afab6bcd8c853ef5d,What does a virus primarily do to a person?,virus,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['infect', 'reproduce', 'mutate', 'eat food', 'make computer malfunction']}",A
cec56d3dcd19e8e6bfd22f030fb76b79,Where would you go if you didn't feel like baking a cake yourself?,cake,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['theater', 'refrigerator', 'bakery', 'grocery store', 'oven']}",C
cfdd7683578d568936fbe383eeabf59f,Where are floors kept clean for holy purposes?,floor,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['restaurant', 'basement', 'all buildings', 'carpet', 'synagogue']}",E
390eef19c5f2b7fbd42f56cf036e1fd3,Where will a bullet projectile be found during a war?,projectile,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['battle field', 'museum', 'weapon', 'canon', 'tornado']}",A
9c9b4bcecee97fc89d278e6d80b3bd54,What is a place that might not always have a queen?,queen,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['bee hive', 'england', 'castle', 'deck of cards', 'chess game']}",C
8b88ad5408773ff4d936ba9abb4e581f,What do you need to be to learn hard concepts?,learn,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['copy', 'intelligent', 'improved performance', 'empowering', 'have more knowledge']}",B
d4bd50180e11e2801e7285938b5d522f,"Many addicts turn to exercise to deal with their addictions, this is because it is a healthy way to do what?",exercise,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['condition heart', 'expend energy', 'laugh', 'stretch', 'weigh']}",B
38803891b0daa4025b532e33fa99f5fd,A night owl is what you'd head at sunset and you'd hear a what at sunrise?,night owl,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['morning person', 'early bird', 'lark', 'early riser', 'rooster']}",C
e7597fcdf83b8699cb72e8be21a8ccc4,What place is not interesting to children?,children,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['classroom', 'toy store', 'school', 'soccer game', 'dinner']}",A
88418e588c6953523a6392ba0ea700dc,What do rich people like in terms of bagels?,rich,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['poor', 'sleepy', 'plain', 'needy', 'homeless']}",C
3fe45ab3bd4a844ea290050fc0ece8c1,A shop will give you what for your purchases?,shop,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['downtown area', 'container', 'ocean floor', 'the lost city of atlantis', 'high school']}",B
9161571d68412336178789272c24de36,Where is small knight likely to be found?,knight,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['fairy tale', 'castle', 'middle ages', 'chess board', 'doll house']}",D
9a048000d8616b5f5db61e6c929c5d52,How can you get in shape if there is no land nearby?,get in shape,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['swim', 'jog', 'excercise', 'work out', 'rock climb']}",A
98271e0826e61225312803264c1b5c79,What might a person receive from their boss if they do a poor job?,person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['misfortune', 'fearful', 'criticism', 'make mistakes', 'promotion appraisal']}",C
492c66f8eef0a7728604dfde2897fc83,The cabinets were imported from the south. John bought they because he knew that they would look good.  Where might they be installed?,cabinets,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['kitchen', 'pantry', 'containing pots and pans', 'in a flight', 'mexico']}",A
21d041c256ae7259440afcb96ecda7cd,What might two people competing get into?,competing,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['stress', 'debate', 'argument', 'winning or losing', 'tension']}",C
efbc56534bb0b203b8d0f45894f64590,What are ai machines known for doing?,machines,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['fly', 'milk cows', 'eat', 'answering questions', 'fail to work']}",D
8817dade72e2a2f4cb6c6931c866e286,"Bob and Boris were standing in a queue at the grocery store.  They were standing in place.  The line was fast, but the children in front of them were loud.   They were what?",standing in queue,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['frustration', 'being annoyed', 'delays', 'irritation', 'out of order']}",B
d1d80f91dc752e4cc436c2f388b0825a,A blowfish lives free. He lives on his own. Where does he live?,blowfish,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['fish market', 'pet shop', 'great outdoors', 'river', 'little mermaid']}",C
cf4fe362fd2cdd6be4da8ab4254a5450,Where is a paper notice likely to be left on a house?,paper,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['front door', 'conference', 'classroom', 'refrigerator', 'suitcase']}",A
8558b1ac797ef33603f0282b6f48ec11,"People are purposefully harming others, what trait are they exhibiting?",people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['deceptive', 'altruistic', 'stupid', 'cruel', 'agressive']}",D
7708588b79ab24c24924c149ffeda636,The child pounded his mitt in excitement while enjoying his first game in the bleachers where?,bleachers,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['football stadium', 'laboratory', 'baseball stadium', 'pharmacy', 'soccer game']}",C
1849cd3efcd63552fb823d5718a0e3ca,"After eating a dinner of uncooked chicken, what was felt by the poor man?",eating dinner,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['indigestion', 'died', 'illness', 'feel better', 'throwing up']}",C
f04d768ab0436b966b2700bb326932a4,"The obsessive man was always washing hands, he had even done it so much once that it caused a what?",washing hands,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['use soap', 'irritation', 'cleanliness', 'thinking', 'wet towel']}",B
edc64e02a623d1e2fac666eae4daebd2,"The person is laying on the beach, why would he do that?",person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['sun himself', 'thank god', 'race against time', 'express love', 'to think about things.']}",A
f25e636cdce825df2424c6a15df9a3d7,"The spoiled child's playroom was massive, but only one of many rooms in the what?",playroom,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['big house', 'nursery school', 'preschool', 'building', 'retirement home']}",A
559ae2b0bfc4b4e66e1acea8b11b485d,"There's a lot to reproducing, but it begins and end with new life by giving what?",reproducing,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['overpopulation', 'birth', 'presents', 'propagation', 'fun']}",B
80470c5f592040322c50914bb4129d64,Where is known to always have snow?,snow,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['africa', 'north pole', 'roof', 'canada', 'surface of earth']}",B
8d8f7307cc607de68ab89e916837754b,What does someone want when having fun with their friends and trying to fit in?,having fun,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['being understood', 'beer', 'playing around', 'hug', 'visiting friends']}",A
6b2fb7c2129402ebcb82add2e6786eee,"The parents thought their children should learn teamwork, what were they signed up for?",children,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['throw things', 'play sports', 'play games', 'play ball', 'play chess']}",B
2712fa7029d5a0d3325792eb0ab4bda1,If a human is sleepy what can they do to feel more alert?,human,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['dream dreams', 'think critically', 'cross road', 'drink coffee', 'drive a car']}",D
2c25cc629c5d288661a6dab02a983903,What is a place that could have hundreds of sporting goods store?,sporting goods store,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['buy athletic equipment', 'city', 'espn', 'town', 'jerseys']}",B
ae46592ede161cf74ae015d6ba85ef56,"The little girl was raised selfish, she didn't even care when she was doing what?",care,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['crack', 'antipathy', 'being mean', 'disinterest', 'unfeeling']}",C
6e2a23424a446d3b2207dbb735df4087,"People want to explore space, so what should they use to do it?",people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['public place', 'roadblock', 'space shuttle', 'hoverboard', 'supermarket']}",C
b104d29dabf27110d37de7a20dc88e7c,Where might I find unusual varieties of roses?,rosebush,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['botanic garden', 'flower garden', 'backyard', 'supermarket', 'outdoors']}",A
d40f27c20fe7b78c4eed93f3236e5e27,Where would you put a light?,light,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['ocean', 'desk', 'universe', 'attic', 'chair']}",B
91fdc7b432e6044463a85f55c4415105,What can happen to you when eating hamburger from someone that you do not know that does not happen when you usually eat a hamburger?,eating hamburger,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['allergic reaction', 'gain weight', 'have fun', 'heartburn', 'food poisoning']}",E
8905f167f1886d77df77d601e3a52208,When he touched the exposed wire he shouldn't have found it surprising that he got what?,surprising,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['see work', 'shocked', 'humor', 'startled', 'funny']}",B
6e95e20d2209385bfcc7992e8c89fa4f,"If one sees a fox and is standing in a landlocked, southern state, where is this person?",fox,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['at the zoo', 'south carolina', 'hen house', 'louisiana', 'arkansas']}",E
6e982b31a550b2758535d871ff3326ed,"The priest pushed for more orthodox behavior, what kind of behavior was he trying to stop?",orthodox,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['liberal', 'heretical', 'recalcitrant', 'conservadox', 'heretical']}",B
e3c8dca9b03466e3458d6390d2a743ad,"When they got out of the car in the mountains he felt like he was breathing fresh air for the first time, he began to do what to enjoy it more?",breathing fresh air,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['living', 'feeling good', 'hyperventilate', 'look around', 'breathe deeply']}",E
ae139930c36b24e69072739efb56b8f6,"The cow would come outside even after the storm had passed, it wouldn't leave the what?",cow,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['meat grinder', 'stable', 'red barn', 'gate', 'green field']}",C
3cf2b7edac6248d75d197bfa87178d3c,Where would you get a contraceptive if you do not have one?,contraceptive,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['health center', 'vagina', 'emergency room', 'drawer', 'medicine cabinet']}",A
98717aa79be7f97bd2bc30ddb955bde3,Where would a Martian find the Indian Ocean?,indian ocean,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['asia', 'southern hemisphere', 'planet', 'east', 'earth']}",E
bf02238ab227b089b1abd6c8296ae62c,Where would a ficus plant brighten up a room?,ficus,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['middle east', 'palace', 'dictionary', 'pots', 'apartment']}",E
1e06fa0be2757295aaa214bd94484581,"The turkey needed to be kept from spoiling, what is useful in this situation?",turkey,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['refrigerator', 'fridge', 'freezer', 'oven', 'bought at store']}",B
6ca5d748b657d22d2bb2309f1767b564,Sam found a giant hole in the plain.  What might this hole be called?,plain,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['hill', 'gorge', 'sandplain', 'cliff', 'mountain']}",B
fe1c641d51f6b6d6dbde0327bd05254e,"If I have to keep track of how much oxygen there is, where am I?",oxygen,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['air', 'water', 'earth', 'space shuttle', 'tunnel']}",D
419a6fdbcf61d9aab8d74aad67c6fb0e,"The other passengers on the bus were quite loud, so he put on his headphones to relax and what?",relax,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['go to bed', 'sleep', 'listen to music', 'stretch out', 'stop worrying']}",C
17e5e2f42d600c5f5c4c38eb2cbd7314,"The person knew the police were after him, so what did he do?",person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['the sun', 'catch cold', 'prepare to go', 'feel humiliated', 'hunt for food']}",C
6be9480c1d26d1b7971abca7df2fc9f3,After going for run you have a sense of what?,going for run,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['satisfaction', 'flying', 'sweating', 'falling down', 'trip']}",A
015a071d30083bc577582aa5bdda4a29,"If you are fiddling through a music book when you should be playing, you probably dont have?",fiddling,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['practice', 'dexterity', 'idle time', 'knowledge of music', 'conductor']}",D
de66e0357bf7af5de53bcc9fbed593a4,"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?",fragile,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['undestroyable', 'unbreakable', 'indestructible', 'durable', 'invisible']}",B
5f53f5fd4074208a09a46dd5a3c2ee10,Where would you get a bass clarinet to take home?,bass clarinet,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['orchestra', 'school band', 'music store', 'opera house', 'home']}",C
5fb1435d9c3b6181fd52f76be92b2aa4,What will you need to do to decide whether to be seeing artifacts?,seeing artifacts,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['learning', 'painful memories', 'thinking', 'awe inspiring', 'pleasure']}",C
f463518f238f8f14a28eb0489241ca21,"Mary wasn't familiar with James, so she wasn't comfortable speaking with him. How might she come off?",familiar,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['cold', 'unfamiliar', 'unknown', 'unacquainted', 'shy']}",A
ade492ecf38a64f428826a487dc6f1af,"It was a vast complex, the launch pad was just one part of what?",launch pad,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['movie', 'cape kennedy', 'space center', 'military installation', 'spaceship centre']}",C
a163c604a97a9e2a24e80ee2b688cd1a,"An electronics store had things damaged from the rain, where should these things be stored?",electronics store,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['large city', 'strip mall', 'building', 'shopping mall', 'aquarium']}",C
15da6bba033acc29af98c932b5086d43,"A lonely man committed suicide, why would he do that?",commit suicide,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['suffering', 'he was happy', 'avoid problems', 'unhappy', 'end pain']}",D
a352ca88cd2f2a166b81695a024aef6f,What might someone want to be if he or she is thick?,thick,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['slender', 'free flowing', 'sparse', 'unacquainted', 'diet']}",A
79b0fe7bd10df32690a5bd4c70015813,"He wore the wrong shoes while walking all day, now he has what on his heels and toes?",walking,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['exercise', 'moving forward', 'feet', 'blisters', 'locomotion']}",D
66f10fa8ef8528be1e1657203fb22cd7,"What would release energy, but not mainly in your muscles?",release energy,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['vent', 'think', 'shouting', 'work off', 'exercise']}",B
547b59bd29f90bdba406cccba0eedabf,"If I am suffering from boredom, and I want to do something with a dictionary, what would help?",boredom,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['do crossword puzzle', 'see art', 'give up', 'grocery shop', 'play chess']}",A
b04a89af6e2dc68d9dfce42b23bf4286,What is made out of only one piece?,piece,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['jigsaw puzzle', 'chess game', 'puzzle box', 'jigsaw puzzel puxxle', 'puxxle']}",C
846a368a6c74259556f8df1a31db77cb,"When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?",cow,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['toy store', 'story book', 'great outdoors', 'countryside', 'wildlife refuge']}",A
0df9a119ef8988d51b9c7ec3692a8b8f,"He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?",second floor,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['school', 'office building', 'house', 'hotel', 'centre']}",A
cc51d7057648d7fce97390dcffb80993,"Whether it's popped, grilled, or canned people like to what?",people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['expect to die', 'believe in god', 'stay in', 'watch movies', 'eat corn']}",E
ec21d80a4d83e6a64f334e8a387892d7,What happens to the conscience of someone who has been caught committing a murder?,committing murder,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['jail time', 'fear', 'going to prison', 'nothing', 'feeling of guilt']}",E
cbfce67fb3a30f5e7a331181999b835f,"Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?",car,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['driveway', 'the event', 'scrap heap', 'parking garage', 'repair shop']}",D
75d5c5826a25578a0e6dcd67f039448a,What is likely to be the goal of telling many people about a new organization?,telling many people about,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['accomplish', 'learn about', 'money', 'notoriety', 'religion']}",B
a21240dbb4ec426a273f29867279675a,Where can the legs of a stool be built?,stool,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['jail', 'internet cafe', ""blacksmith's shop"", 'building', 'bar']}",C
014985faaf2e1bfe89c0f59f2c6d7868,How might people perceive someone they are scared of?,people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['human', 'happy', 'dangerous', 'strange', 'weird']}",C
450f53796fbebcda80033c5ba18568fb,Where would a ticket help you to get to a different country?,ticket,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['train station', 'baseball stadium', 'lottery', 'movie', 'bus']}",A
88aead3f822edc2bb05a62bef6553af4,What happens when someone is playing too aggressively?,playing,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['get hungry', 'laughter', 'injury', 'having fun', 'feeling happy']}",C
46ca6bd9f49dbd1c50f741d57e992f2c,What are students trying to do?,students,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['study philosophy', 'become adult', 'ask questions', 'further education', 'study together']}",D
532d0f4930a53a1f634d5f4e88c9229d,Where do farmers keep toothpicks?,toothpick,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['mouth', 'grocery store', 'constructing models', 'shed', 'box']}",A
845aeda340c18bda551ff0ccdf8d36ff,"The detective had to analyse all the clues, every little thing at the scene he had to what?",analyse,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['look at', 'write down', 'learn new', 'think about', 'discovery of new']}",A
219c5eefed43767ce7fc127c1a9bf372,A person with brown skin may share that skin with whom?,skin,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['finger', 'good health', 'own family', 'friends', 'people']}",C
d16ad1b3e6f6cf7640e195a79814e44d,"If I screw a chain ring onto something, what am I fixing?",screw,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['necklace', 'wall outlet fixture', 'tool box', 'computer', 'motorcycle']}",E
0033056483ba6423535f0d693d09c4cf_1,Where would you put a dictionary while you're using it?,dictionary,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['library', 'study area', 'table', 'classroom', 'shelf']}",C
e440c72b49b7e849097c7b84941f757d,"A common saying, Sam thought, was to go forth, also this.",forth,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['reverse', 'backwards', 'back and', 'back and', 'tally back']}",D
86ba68d1d1eee1e96b9c91e647b683ff,Someone who is awake is likely to know what's going on because they are this?,awake,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['alert', 'deep sleep', 'drink coffee', 'open eyes', 'conscious']}",E
5ce460f91deb51a4a75f27b02055400f,Where would you find some swords in your house?,sword,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['sheath', 'sword closet', 'collection', 'container called scabbard', 'museum']}",C
e1f9e9a9768c9404e1d87cbeb46dbe46,"Bill did not abandon the fight, but did what to the enemy?",abandon,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['arrogate', 'retain', 'embrace', 'smile', 'engage']}",E
019723372ddd53350d4a7e5c295b3f3d,A shower is an expected amenity when you reserve a what?,shower,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['gy mnasiu m', 'motel room', 'seashore', 'bath room', 'locker room']}",B
1760e62a728c0ad47d6e335e86b79959,What do humans do when in a race?,humans,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['lay eggs', 'eat fruit', 'wrestle', 'compete with each other', 'draw pictures']}",D
ffb12644111a2dafcf8046dd9e3d90c7,"The garage had light sensors and automatic doors, what kind of house was it?",garage,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['modern house', 'building', 'townhouse', ""neighbor's house"", 'downtown']}",A
7c85b1f41772249434e239133d5ec29d,Where would you find people gathered near liquid in a workplace?,people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['water cooler', 'opera', 'hospital', 'hockey game', 'beach']}",A
17d74e68f303b16a0be1eac1bd83b75c,Where can you store you tent and keep it on your person?,tent,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['sleep in while camping', 'camp ground', 'woods', 'bag', 'backpack']}",E
a406fbf1b10901edf09bab84f93e1934,What happens to people playing games?,playing games,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['winning', 'entertainment', 'happiness', 'cheating', 'relaxation']}",C
7a91e4eaeae10587d4e2825059653676,Billy went away because his parents were fighting and he didn't want to stay where?,away,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['home team', 'present', 'at home', 'come back', 'charming']}",C
42d7d7be21fa10c33349698467034f8c,Where could you find a fox hunting when not in a forest?,fox,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['open meadow', 'arctic tundra', 'beach', 'great outdoors', 'england']}",A
72ef2d003d1e0b0fb5c0b7e8ed4a1435,Lindy was a senior.  He lived with his children because he didn't want to go where?,senior,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['republican party', ""old people's home"", 'office', 'park', 'high school or college']}",B
8880e7de8b2393d5bc9ce6c25c9de663,What could be happening near you if the ground is getting wet?,getting wet,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['solidifying', 'melting', 'getting cold', 'feeling cold', 'skin rash']}",B
c069068d43d4121fc6109d97b8ba95fb,Where do most people keep magazines?,magazines,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['bookstore', 'library', 'doctor', 'home', 'table']}",E
c71eb7cd83924eb47dfdc9c8994fdd5a,What cuisine is joked about eating small dogs?,small dog,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['backpack', 'dog show', 'chinese food', 'french', 'good hands']}",C
f024f923d78e5c0a4c0c4baa3ddccf05,Why might a person go to get counseling?,person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['to be heard', 'receive gifts', 'understand themselves', 'good things in life', 'acknowledgment']}",C
e3b05b99436effba6ae8badb4639e14c,A water spout was seen in the ocean off the coast of what?,water spout,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['florida', 'basement', 'sink', 'beach', 'fountain']}",A
59050527783813c65767457d82102384,How can buildings like the Empire State building be described?,buildings,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['small', 'underground', 'high', 'huge', 'tall']}",E
0a0d0c29bd60c8e15d0ac8986423c359,The rowdy frat boys shouted they would have fun and do what tonight?,have fun,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['do enjoy', 'get laid', 'enjoyable', 'work less', 'enjoy living']}",B
f82c73e2c114c3cb73242c615ada8121,What might someone do who is having fun?,having fun,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['being happy', 'glee', 'smoke', 'stress relief', 'may laugh']}",E
1920e87f7445e9c82137012d57d7a947,what is the goal of going jogging?,going jogging,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['heavy breathing', 'feel pride', 'getting tired', 'lose weight', 'run away']}",D
77e89459b707580181a431f55ca1fcfd,"John was stuck in his house.  He couldn't get out the door.  He was very frightened when the smoke detectors went off, but luckily it was a false alarm.  Why might he be stuck?",house,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['fire', 'belong to', 'winter storm', 'face south', 'burn down']}",C
36efbe609b3f4e70bc2645d7d0ff7039,The master control for the Tardis is where in the main room?,master control,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['nuclear power plant', 'center', 'basement', 'main office', 'bowel of the ship']}",B
396f656f502dbb970e05718dddb66e98,"The old barn was beyond repair, they had to destroy it before they could what a new one?",destroy,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['make', 'raise', 'entice', 'build', 'fix']}",B
9a8fabb23587508c09e6e5f50e64a08a,Where would one find a shopping bag for packing groceries?,shopping bag,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['supermarket', 'home', 'closet', 'mart', 'hardware store']}",A
faa6284c877b6971ef7c1c0e2eed55f3,"The lady was getting worked up about the article explaining the uptick in accidents in their area, but her husband was dismissive of it stating that accidents what?",accidents,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['happen to people', 'hurt people', 'happen anytime', 'happen often', 'happen anywhere']}",E
3bcd4b0b209629532c51f3819104d1dc,"There was a show on television about a ranger who loved flowers, but the next day it was about a gardener who also loved flowers.  It was a what?",flowers,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['countryside', 'anthology', 'dull read', 'state park', 'surface of earth']}",B
4617e66d3ad9af2263f01296153b7286,"They wanted to eat at home but the cupboards were barren, so they had to go what?",eat,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['cook dinner', 'eat', 'go back to work', 'make food', 'get food']}",E
4b863ce352f555d359a634eba3aba11a,How does a flea locomote?,flea,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['attack', 'suck blood', 'stay', 'lay eggs', 'jump']}",E
